Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Silica (mg/L),Secchi Disc Depth (M),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Total Nitrogen (mg/L),Total Phosphorus (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L),label
2,1.4,0.075,8.9,87.0,13000.0,34000,0.01,0.052,0.012,2.4,31.4,0.2,3.1,2.4,25.6,0.14,0.25,0.31,0.03,4.9,0.006,0.6,drinkable
0,1.2,0.2,7.7,98.0,5400.0,12000,0.017,0.1,0.03,1.1,31.2,0.64,1.4,5.6,27.9,0.32,0.31,0.43,0.04,12.7,0.009,0.5,drinkable
1,1.2,0.18,7.2,99.0,5500.0,10000,0.017,0.099,0.028,1.2,31.3,0.68,1.4,4.7,27.9,0.3,0.33,0.45,0.05,12.5,0.008,1.6,drinkable
2,1.1,0.19,8.1,99.0,5100.0,16000,0.017,0.1,0.028,1.4,31.2,0.65,1.4,5.2,27.9,0.31,0.36,0.48,0.05,12.3,0.008,1.8,drinkable
0,0.7,0.21,1.4,71.0,11000.0,23000,0.03,0.085,0.04,0.2,32.3,0.89,1.4,5.9,27.9,0.33,0.35,0.47,0.05,13.8,0.005,1.9,good for marine life
1,0.9,0.21,1.4,71.0,11000.0,32000,0.029,0.084,0.04,0.2,32.3,0.9,1.4,4.3,27.9,0.32,0.38,0.49,0.06,13.8,0.005,1.1,good for marine life
2,0.6,0.2,1.4,72.0,4200.0,11000,0.029,0.082,0.041,0.2,32.3,0.85,1.4,5.8,27.8,0.31,0.33,0.44,0.06,16.0,0.005,1.8,good for marine life
0,0.6,0.24,2.2,77.0,4600.0,14000,0.05,0.14,0.046,0.2,32.4,0.87,1.9,3.1,25.9,0.43,0.42,0.61,0.07,12.2,0.007,0.5,drinkable
1,0.6,0.24,1.8,77.0,6000.0,8000,0.049,0.14,0.05,0.5,32.4,0.85,1.9,3.4,25.8,0.43,0.42,0.61,0.06,12.7,0.007,0.5,drinkable
2,0.6,0.22,1.7,76.0,6800.0,22000,0.046,0.13,0.048,0.9,32.5,0.82,1.9,6.6,25.7,0.4,0.42,0.6,0.06,15.4,0.007,0.5,drinkable
0,1,0.19,1.5,73.0,16000.0,40000,0.053,0.11,0.049,0.2,32.7,0.86,2.2,4.6,23.4,0.35,0.43,0.59,0.06,12.3,0.006,1.4,drinkable
1,1.3,0.19,1.6,70.0,9500.0,21000,0.053,0.11,0.049,0.4,32.7,0.86,2.2,4.9,23.4,0.35,0.37,0.53,0.06,12.0,0.006,1.2,good for marine life
2,0.8,0.18,1.2,70.0,3500.0,9800,0.054,0.11,0.049,0.2,32.8,0.84,2.2,4.8,23.4,0.34,0.3,0.46,0.05,12.6,0.006,1.1,good for marine life
0,1.5,0.15,4.2,89.0,24000.0,66000,0.015,0.089,0.033,2.6,32.4,0.29,1.7,4.8,18.2,0.25,0.61,0.71,0.06,10.8,0.005,0.5,drinkable
1,0.5,0.11,3.6,91.0,14000.0,24000,0.014,0.087,0.028,2.3,32.6,0.29,1.7,5.3,18.2,0.21,0.39,0.49,0.05,10.8,0.004,0.8,drinkable
2,0.1,0.1,3.4,94.0,7100.0,12000,0.014,0.088,0.026,2.3,32.6,0.29,1.7,3.5,18.1,0.2,0.32,0.42,0.04,10.1,0.003,1.0,drinkable
0,0.7,0.099,1.0,83.0,3000.0,4100,0.017,0.069,0.025,0.3,32.6,0.73,2.7,3.7,17.5,0.19,0.25,0.34,0.03,12.7,0.003,0.5,drinkable
1,0.7,0.1,0.8,83.0,1900.0,2800,0.017,0.068,0.025,0.5,32.6,0.73,2.7,3.5,17.5,0.19,0.23,0.32,0.03,14.0,0.003,0.8,drinkable
2,0.8,0.099,0.9,87.0,3300.0,4500,0.016,0.07,0.024,0.6,32.6,0.74,2.7,5.3,17.4,0.19,0.28,0.37,0.04,13.7,0.003,0.6,drinkable
0,1.1,0.19,1.6,80.0,18000.0,31000,0.023,0.11,0.043,0.2,32.4,0.85,1.8,1.9,18.6,0.32,0.62,0.75,0.07,9.4,0.004,0.7,drinkable
1,1.1,0.18,1.4,81.0,15000.0,20000,0.022,0.1,0.041,0.2,32.5,0.84,1.8,2.7,18.7,0.3,0.49,0.61,0.07,9.3,0.004,0.7,drinkable
2,1,0.17,1.1,82.0,10000.0,18000,0.022,0.1,0.04,0.2,32.6,0.82,1.8,3.4,18.7,0.29,0.45,0.57,0.06,9.9,0.004,0.6,drinkable
0,0.5,0.28,0.9,74.0,900.0,2900,0.018,0.12,0.044,0.2,32.5,0.67,2.1,4.5,22.8,0.42,0.5,0.64,0.06,9.6,0.009,0.9,drinkable
1,0.5,0.26,1.5,78.0,4900.0,15000,0.018,0.11,0.044,0.2,32.6,0.64,2.1,3.2,22.5,0.39,0.47,0.6,0.06,9.4,0.008,0.9,drinkable
2,0.5,0.22,1.7,87.0,4500.0,6900,0.018,0.1,0.042,0.2,32.7,0.61,2.1,1.9,22.4,0.34,0.4,0.52,0.06,8.8,0.007,0.6,drinkable
0,0.3,0.11,1.1,69.0,530.0,1200,0.008,0.049,0.022,0.2,32.6,0.46,1.4,4.7,25.4,0.17,0.28,0.34,0.04,6.3,0.003,1.1,good for marine life
1,0.1,0.09,1.4,71.0,4500.0,8200,0.008,0.039,0.019,0.2,32.8,0.41,1.4,9.6,25.1,0.14,0.27,0.32,0.04,8.5,0.003,2.4,good for marine life
2,0.1,0.073,1.2,74.0,2700.0,4400,0.012,0.029,0.02,0.2,32.9,0.4,1.4,9.8,25.0,0.11,0.2,0.24,0.03,9.6,0.002,2.6,drinkable
0,0.4,0.18,1.9,76.0,6600.0,16000,0.11,0.31,0.036,0.2,28.6,1.7,1.4,3.4,25.7,0.6,0.36,0.78,0.05,4.9,0.008,0.8,drinkable
1,0.5,0.17,1.2,71.0,10000.0,36000,0.09,0.25,0.038,0.2,29.7,1.5,1.4,3.9,25.6,0.51,0.39,0.73,0.05,4.9,0.007,1.5,good for marine life
2,0.5,0.13,1.0,65.0,7700.0,21000,0.078,0.19,0.033,0.2,30.8,1.3,1.4,9.0,25.4,0.4,0.31,0.58,0.05,9.7,0.005,2.6,good for marine life
0,1.1,0.12,15.0,78.0,10000.0,32000,0.033,0.3,0.013,1.7,26.5,0.85,2.3,1.1,28.0,0.45,0.46,0.79,0.05,9.1,0.004,0.5,drinkable
1,3.5,0.22,7.0,72.0,92000.0,260000,0.029,0.26,0.035,2.0,27.2,1.1,2.3,3.0,27.4,0.51,0.73,1.02,0.12,10.7,0.007,2.9,good for marine life
2,0.5,0.16,3.9,56.0,1600.0,9600,0.025,0.24,0.03,0.8,28.1,1.1,2.3,1.0,27.0,0.43,0.41,0.68,0.06,8.8,0.005,0.8,good for marine life
0,1,0.12,2.2,81.0,6500.0,24000,0.019,0.094,0.025,0.2,29.0,0.65,1.8,4.2,26.0,0.23,0.33,0.44,0.04,12.6,0.006,1.4,drinkable
1,1.1,0.12,2.0,82.0,4500.0,12000,0.019,0.092,0.026,0.2,29.2,0.62,1.8,4.7,25.9,0.23,0.4,0.51,0.04,13.4,0.006,1.4,drinkable
2,0.9,0.12,1.6,80.0,2200.0,8000,0.02,0.089,0.024,0.7,29.3,0.62,1.8,7.8,25.9,0.23,0.28,0.39,0.04,13.8,0.006,0.8,drinkable
0,1.1,0.12,11.0,75.0,5600.0,29000,0.028,0.27,0.02,5.9,28.2,1.3,1.6,3.8,27.3,0.42,0.41,0.71,0.05,15.6,0.005,1.9,good for marine life
1,1.5,0.28,6.2,75.0,30000.0,78000,0.031,0.21,0.045,4.1,28.7,1.7,1.6,3.0,27.2,0.52,0.57,0.81,0.08,12.2,0.011,1.5,drinkable
2,3.1,0.22,4.0,56.0,42000.0,120000,0.022,0.17,0.048,1.7,32.2,2.0,1.6,2.8,25.4,0.41,0.37,0.56,0.07,13.4,0.006,1.2,good for marine life
0,1.3,0.29,1.7,67.0,24000.0,54000,0.014,0.065,0.043,0.2,32.4,1.1,1.7,8.1,26.9,0.37,0.51,0.59,0.07,16.3,0.007,1.4,good for marine life
1,1.1,0.3,1.3,65.0,22000.0,65000,0.014,0.066,0.045,0.3,32.4,1.1,1.7,5.6,26.9,0.38,0.62,0.7,0.07,17.5,0.007,1.4,good for marine life
2,1.3,0.3,1.4,62.0,19000.0,69000,0.014,0.066,0.045,0.6,32.4,1.1,1.7,13.0,26.8,0.38,0.6,0.68,0.07,21.7,0.008,2.4,good for marine life
0,1,0.15,2.6,84.0,7500.0,17000,0.027,0.074,0.032,0.2,32.7,0.81,1.6,4.0,26.3,0.25,0.29,0.39,0.05,14.6,0.006,1.6,drinkable
1,1,0.16,2.2,86.0,6300.0,14000,0.028,0.072,0.034,0.4,32.7,0.81,1.6,3.9,26.3,0.26,0.35,0.45,0.05,13.6,0.006,1.0,drinkable
2,1.1,0.16,2.2,85.0,10000.0,37000,0.026,0.072,0.032,0.7,32.6,0.82,1.6,5.4,26.3,0.26,0.37,0.47,0.08,14.6,0.006,2.2,drinkable
0,1.3,0.11,2.2,79.0,16000.0,46000,0.035,0.079,0.029,0.2,32.7,0.85,2.0,3.1,23.1,0.22,0.32,0.43,0.05,12.1,0.003,0.9,drinkable
1,1.3,0.11,2.9,82.0,18000.0,44000,0.035,0.078,0.032,0.2,32.8,0.85,2.0,3.6,23.1,0.22,0.33,0.44,0.05,12.7,0.003,1.6,drinkable
2,1.1,0.11,2.7,82.0,15000.0,36000,0.035,0.081,0.033,0.2,32.8,0.85,2.0,3.7,23.1,0.23,0.3,0.42,0.05,12.1,0.002,1.7,drinkable
0,2.1,0.078,6.1,80.0,26000.0,48000,0.016,0.066,0.024,1.1,32.9,0.38,2.3,1.2,18.1,0.16,0.39,0.47,0.06,12.9,0.001,1.1,drinkable
1,1.5,0.079,7.8,85.0,12000.0,39000,0.018,0.06,0.025,1.0,33.0,0.36,2.3,1.7,18.0,0.16,0.4,0.48,0.06,10.3,0.001,1.4,drinkable
2,1.1,0.039,7.4,96.0,2800.0,4100,0.017,0.053,0.017,1.6,33.1,0.35,2.3,1.6,17.9,0.11,0.25,0.32,0.05,10.7,0.001,0.5,drinkable
0,1.4,0.13,4.2,86.0,900.0,3000,0.02,0.11,0.039,0.4,32.8,0.76,1.9,2.2,17.3,0.26,0.39,0.52,0.06,9.1,0.005,1.8,drinkable
1,1.3,0.13,4.1,87.0,1600.0,4000,0.022,0.1,0.039,1.0,32.8,0.75,1.9,3.2,17.2,0.25,0.37,0.49,0.07,8.9,0.005,2.3,drinkable
2,0.9,0.12,4.2,88.0,3000.0,5800,0.019,0.1,0.037,0.8,32.8,0.76,1.9,3.6,17.2,0.24,0.33,0.45,0.07,9.2,0.004,2.0,drinkable
0,2,0.2,0.6,74.0,42000.0,88000,0.017,0.067,0.045,0.2,33.1,0.71,2.0,3.7,19.7,0.28,0.47,0.55,0.07,10.5,0.006,1.0,drinkable
1,2.1,0.2,0.7,75.0,46000.0,85000,0.014,0.071,0.043,0.2,33.1,0.7,2.0,2.8,19.7,0.29,0.48,0.57,0.07,10.2,0.006,1.0,drinkable
2,2.2,0.19,0.7,75.0,12000.0,30000,0.014,0.074,0.043,0.2,33.2,0.68,2.0,3.0,19.7,0.28,0.45,0.54,0.06,10.3,0.006,1.2,drinkable
0,3.1,0.21,1.2,70.0,32000.0,57000,0.018,0.098,0.05,0.6,33.4,0.74,2.0,4.2,21.3,0.33,0.52,0.64,0.08,10.2,0.007,2.8,drinkable
1,3,0.21,0.8,68.0,42000.0,94000,0.018,0.1,0.049,0.7,33.5,0.74,2.0,3.1,21.2,0.33,0.46,0.58,0.07,9.3,0.007,2.4,good for marine life
2,0.8,0.16,1.0,75.0,4100.0,8800,0.016,0.087,0.037,0.2,33.6,0.65,2.0,4.2,21.2,0.26,0.32,0.42,0.05,9.2,0.006,2.4,drinkable
0,2.3,0.3,0.8,57.0,16000.0,30000,0.022,0.13,0.054,0.4,32.7,0.65,1.5,4.3,23.7,0.45,0.49,0.64,0.07,10.1,0.009,0.8,good for marine life
1,2,0.29,2.0,58.0,11000.0,17000,0.022,0.12,0.05,0.2,32.7,0.66,1.5,5.3,23.6,0.43,0.5,0.64,0.07,10.1,0.008,0.8,good for marine life
2,2.1,0.28,1.2,58.0,6300.0,14000,0.021,0.12,0.051,0.5,32.8,0.62,1.5,6.6,23.6,0.42,0.53,0.67,0.07,10.9,0.008,1.0,good for marine life
0,2.4,0.089,28.0,103.0,1500.0,6300,0.053,0.2,0.007,9.9,28.8,0.22,1.5,4.7,26.5,0.34,0.45,0.7,0.05,11.9,0.007,2.6,drinkable
1,1.6,0.11,14.0,75.0,14000.0,50000,0.05,0.17,0.016,6.7,29.9,0.41,1.5,3.9,25.8,0.33,0.36,0.58,0.05,12.0,0.008,2.4,drinkable
2,0.9,0.097,6.2,60.0,3700.0,12000,0.042,0.11,0.021,4.0,32.3,0.6,1.5,1.4,24.4,0.25,0.28,0.43,0.05,11.9,0.006,1.4,good for marine life
0,1.4,0.058,52.0,128.0,430.0,1000,0.031,0.21,0.003,11.0,27.1,0.62,2.0,5.0,27.2,0.3,0.48,0.72,0.05,23.2,0.005,1.2,drinkable
1,2.2,0.094,37.0,89.0,20000.0,60000,0.033,0.2,0.006,7.5,29.5,0.82,2.0,6.2,25.8,0.33,0.41,0.64,0.04,24.6,0.008,2.4,drinkable
2,0.8,0.18,3.3,30.0,1500.0,3900,0.034,0.098,0.035,2.2,33.4,1.2,2.0,3.8,23.1,0.31,0.36,0.49,0.06,22.4,0.011,1.0,non consumable
0,0.2,0.15,4.2,74.0,5500.0,21000,0.14,0.42,0.036,0.2,27.2,2.2,2.3,2.0,26.3,0.71,0.28,0.84,0.05,9.3,0.006,1.0,drinkable
1,0.3,0.16,4.1,71.0,16000.0,37000,0.13,0.4,0.039,0.2,28.3,2.3,2.3,2.8,25.9,0.69,0.28,0.81,0.05,9.5,0.006,1.0,good for marine life
2,0.1,0.15,0.9,31.0,31000.0,97000,0.055,0.18,0.05,0.2,32.3,2.0,2.3,3.7,24.1,0.39,0.34,0.58,0.07,11.1,0.004,1.0,non consumable
0,0.9,0.26,1.9,57.0,2500.0,8000,0.028,0.14,0.052,0.6,31.5,1.2,2.4,3.5,27.7,0.43,0.45,0.62,0.07,11.8,0.012,0.5,good for marine life
1,2.1,0.25,1.1,59.0,7500.0,24000,0.026,0.13,0.049,0.9,31.6,1.2,2.4,3.1,27.6,0.41,0.44,0.6,0.07,12.1,0.012,0.6,good for marine life
2,2,0.25,1.5,58.0,5700.0,17000,0.023,0.12,0.045,0.8,31.7,1.1,2.4,4.2,27.6,0.39,0.47,0.61,0.07,12.2,0.012,0.7,good for marine life
0,0.9,0.27,1.4,54.0,540.0,2500,0.068,0.13,0.055,1.0,31.9,1.5,1.8,18.0,28.0,0.47,0.54,0.74,0.06,13.0,0.011,2.2,good for marine life
1,0.8,0.27,1.4,60.0,900.0,2800,0.067,0.13,0.055,0.7,31.9,1.5,1.8,8.0,28.0,0.47,0.45,0.65,0.06,13.1,0.011,0.9,good for marine life
2,1,0.27,0.9,60.0,550.0,2600,0.068,0.13,0.054,1.6,31.9,1.5,1.8,7.4,28.0,0.47,0.48,0.68,0.06,13.2,0.011,1.1,good for marine life
0,1.2,0.14,2.9,75.0,20000.0,43000,0.023,0.11,0.037,1.5,32.7,0.84,1.5,4.0,23.9,0.27,0.3,0.43,0.06,4.1,0.006,1.1,drinkable
1,1.2,0.13,2.6,76.0,7500.0,17000,0.024,0.11,0.036,1.4,32.8,0.83,1.5,4.2,23.9,0.26,0.3,0.43,0.05,4.1,0.006,0.5,drinkable
2,1,0.12,2.9,76.0,4500.0,14000,0.025,0.11,0.035,0.9,32.8,0.83,1.5,3.8,23.9,0.26,0.27,0.41,0.05,4.3,0.005,0.5,drinkable
0,1.1,0.3,1.8,52.0,52000.0,190000,0.022,0.21,0.066,1.2,31.5,1.5,2.0,3.0,21.0,0.53,0.71,0.94,0.11,8.6,0.007,1.6,good for marine life
1,1,0.25,1.7,57.0,2100.0,7600,0.022,0.21,0.06,1.3,31.6,1.5,2.0,1.7,20.9,0.48,0.49,0.72,0.08,8.0,0.005,1.0,good for marine life
2,3.2,0.24,1.3,63.0,2800.0,7800,0.021,0.21,0.06,1.2,31.7,1.4,2.0,2.1,20.8,0.47,0.49,0.72,0.08,7.5,0.005,1.1,good for marine life
0,4.4,0.26,3.6,61.0,66000.0,110000,0.024,0.18,0.065,1.4,30.8,0.93,1.9,3.6,18.9,0.46,0.75,0.95,0.12,8.6,0.008,2.0,good for marine life
1,2,0.2,4.8,74.0,22000.0,47000,0.025,0.19,0.056,0.8,31.0,0.88,1.9,2.8,18.7,0.42,0.48,0.7,0.09,6.8,0.006,1.5,drinkable
2,0.9,0.15,5.8,79.0,2200.0,5400,0.027,0.19,0.05,0.4,31.1,0.81,1.9,2.4,18.6,0.37,0.33,0.55,0.07,6.3,0.005,1.2,drinkable
0,0.7,0.056,1.0,55.0,3500.0,4800,0.027,0.14,0.022,0.7,32.2,1.0,2.0,3.2,16.3,0.22,0.21,0.38,0.04,6.7,0.002,0.7,good for marine life
1,0.9,0.053,1.1,84.0,4800.0,5600,0.027,0.14,0.022,0.6,32.2,1.1,2.0,2.4,16.3,0.22,0.27,0.44,0.04,7.2,0.001,0.6,drinkable
2,0.7,0.051,1.0,84.0,3300.0,5500,0.026,0.14,0.021,0.2,32.2,1.0,2.0,2.9,16.3,0.22,0.22,0.39,0.04,7.7,0.001,0.5,drinkable
0,0.9,0.3,0.2,70.0,830.0,1000,0.021,0.12,0.044,0.8,32.2,0.74,2.0,2.4,19.7,0.44,0.47,0.61,0.06,9.0,0.008,1.2,drinkable
1,0.8,0.27,0.3,69.0,900.0,1300,0.02,0.12,0.043,0.2,32.3,0.72,2.0,2.7,19.7,0.41,0.44,0.58,0.05,9.2,0.008,2.2,drinkable
2,0.7,0.23,0.3,69.0,1200.0,2100,0.018,0.1,0.038,0.5,32.5,0.69,2.0,5.4,19.7,0.35,0.43,0.55,0.05,9.9,0.007,2.2,drinkable
0,0.7,0.23,0.8,67.0,2600.0,6600,0.024,0.14,0.04,0.9,32.0,0.95,1.8,5.1,23.3,0.39,0.38,0.54,0.05,10.4,0.008,2.1,good for marine life
1,0.6,0.23,0.9,73.0,11000.0,23000,0.021,0.13,0.041,1.0,32.3,0.88,1.8,5.0,23.1,0.38,0.41,0.56,0.05,10.4,0.008,2.2,drinkable
2,0.3,0.18,0.9,77.0,4100.0,10000,0.018,0.11,0.036,0.6,32.7,0.82,1.8,5.7,23.0,0.31,0.36,0.49,0.05,10.9,0.006,2.2,drinkable
0,1.7,0.25,6.2,76.0,7300.0,25000,0.027,0.16,0.032,1.6,32.1,0.33,2.3,4.3,25.1,0.44,0.49,0.68,0.05,7.0,0.011,1.6,drinkable
1,1.8,0.24,5.4,75.0,10000.0,23000,0.026,0.16,0.033,0.3,32.2,0.37,2.3,5.8,25.1,0.43,0.44,0.63,0.06,7.9,0.01,2.6,drinkable
2,1.3,0.23,3.5,72.0,9000.0,31000,0.024,0.15,0.034,1.5,32.3,0.4,2.3,9.2,25.0,0.4,0.43,0.6,0.06,9.3,0.009,2.9,good for marine life
0,1.4,0.1,17.0,99.0,1500.0,5500,0.19,0.65,0.009,11.0,22.1,2.4,1.8,4.0,27.0,0.94,0.36,1.2,0.04,7.4,0.011,2.6,drinkable
1,0.8,0.13,12.0,76.0,3600.0,9100,0.16,0.51,0.014,5.6,28.8,2.0,1.8,4.9,26.3,0.8,0.38,1.05,0.04,8.2,0.01,2.2,drinkable
2,0.8,0.13,0.7,56.0,1600.0,6100,0.087,0.18,0.027,1.5,31.6,1.3,1.8,3.2,25.7,0.4,0.26,0.53,0.04,6.9,0.009,1.2,good for marine life
0,1,0.18,2.6,62.0,4600.0,10000,0.072,0.4,0.026,2.1,23.3,3.2,2.9,1.6,26.6,0.65,0.35,0.82,0.04,9.7,0.009,1.6,good for marine life
1,0.9,0.19,1.6,73.0,5900.0,11000,0.058,0.35,0.033,2.1,24.6,2.8,2.9,2.4,26.2,0.6,0.35,0.76,0.05,10.0,0.009,1.6,drinkable
2,1.5,0.15,0.6,50.0,18000.0,34000,0.037,0.24,0.035,0.8,29.2,2.1,2.9,4.8,25.1,0.43,0.27,0.55,0.05,10.1,0.005,1.9,good for marine life
0,1.2,0.082,24.0,95.0,1400.0,4400,0.023,0.1,0.006,3.5,30.9,0.1,2.4,5.4,25.1,0.21,0.4,0.52,0.04,8.3,0.007,2.9,drinkable
1,0.9,0.1,17.0,88.0,3800.0,11000,0.022,0.1,0.011,3.6,31.1,0.15,2.4,5.3,25.0,0.22,0.34,0.46,0.03,8.4,0.008,3.0,drinkable
2,0.5,0.1,17.0,85.0,3200.0,6700,0.021,0.1,0.011,5.6,31.1,0.14,2.4,8.6,24.9,0.22,0.4,0.52,0.04,11.5,0.007,1.8,drinkable
0,6,0.18,1.3,44.0,80000.0,280000,0.024,0.2,0.028,1.3,29.7,1.5,2.1,9.5,27.0,0.4,0.71,0.93,0.1,12.9,0.007,6.5,non consumable
1,3.8,0.16,1.2,46.0,110000.0,380000,0.024,0.19,0.028,1.7,30.5,1.5,2.1,10.0,26.9,0.37,0.72,0.93,0.1,12.1,0.006,5.1,good for marine life
2,0.7,0.13,1.1,45.0,1300.0,5000,0.018,0.16,0.032,0.5,31.0,1.3,2.1,6.7,26.9,0.31,0.35,0.53,0.04,11.2,0.005,1.7,non consumable
0,0.4,0.21,0.8,58.0,8000.0,29000,0.044,0.16,0.04,0.2,30.6,1.6,2.9,4.1,27.3,0.41,0.4,0.6,0.06,3.4,0.008,1.6,good for marine life
1,0.4,0.16,0.7,66.0,2000.0,6500,0.038,0.12,0.033,0.5,31.3,1.4,2.9,4.7,27.2,0.32,0.3,0.46,0.05,3.8,0.008,1.8,good for marine life
2,0.2,0.11,0.4,68.0,620.0,1200,0.03,0.094,0.026,1.2,31.8,1.1,2.9,6.7,27.3,0.23,0.29,0.41,0.05,6.0,0.006,2.3,good for marine life
0,1.1,0.19,0.2,69.0,12000.0,68000,0.022,0.099,0.036,1.2,31.6,0.73,2.0,7.8,26.6,0.31,0.44,0.56,0.05,5.4,0.008,1.5,good for marine life
1,0.8,0.19,0.6,70.0,15000.0,36000,0.022,0.1,0.036,0.4,31.7,0.7,2.0,6.6,26.6,0.31,0.44,0.56,0.05,5.2,0.008,1.1,good for marine life
2,0.4,0.16,0.2,71.0,3000.0,10000,0.02,0.094,0.033,1.3,31.8,0.68,2.0,9.2,26.6,0.27,0.34,0.45,0.04,5.9,0.007,1.6,good for marine life
0,0.8,0.19,1.9,75.0,670.0,1700,0.043,0.11,0.038,0.9,32.7,0.99,3.3,3.3,21.0,0.34,0.42,0.57,0.05,3.0,0.006,1.1,drinkable
1,0.6,0.19,2.6,75.0,810.0,2000,0.042,0.11,0.039,0.8,32.7,0.99,3.3,4.0,20.9,0.34,0.42,0.57,0.05,3.0,0.006,1.2,drinkable
2,0.6,0.18,2.9,74.0,1100.0,2700,0.043,0.11,0.039,0.3,32.7,0.99,3.3,3.6,20.9,0.33,0.38,0.53,0.05,3.1,0.005,0.9,drinkable
0,0.9,0.11,1.1,64.0,7900.0,23000,0.026,0.095,0.026,1.0,33.1,0.8,2.4,3.5,18.8,0.23,0.29,0.41,0.04,3.2,0.003,0.9,good for marine life
1,0.9,0.11,1.8,65.0,8200.0,24000,0.025,0.09,0.026,1.2,33.1,0.8,2.4,3.7,18.7,0.23,0.32,0.44,0.04,3.3,0.003,0.8,good for marine life
2,0.7,0.1,1.1,64.0,4400.0,12000,0.025,0.088,0.025,0.6,33.1,0.79,2.4,4.6,18.7,0.21,0.24,0.35,0.03,3.3,0.003,1.1,good for marine life
0,0.6,0.26,0.6,64.0,3800.0,6300,0.016,0.11,0.042,0.7,32.5,0.71,2.0,5.1,20.4,0.39,0.43,0.56,0.06,8.2,0.009,1.2,good for marine life
1,0.5,0.21,0.7,71.0,15000.0,30000,0.016,0.074,0.04,0.7,32.7,0.64,2.0,5.2,20.1,0.3,0.38,0.47,0.06,7.9,0.008,1.6,drinkable
2,0.1,0.14,0.7,76.0,1200.0,2500,0.012,0.07,0.029,0.7,32.9,0.55,2.0,6.0,19.9,0.22,0.3,0.38,0.04,7.8,0.006,1.6,drinkable
0,0.1,0.11,1.5,74.0,4100.0,5900,0.013,0.084,0.026,0.2,33.2,0.75,1.2,5.7,19.4,0.21,0.29,0.39,0.05,8.3,0.003,1.4,drinkable
1,0.1,0.12,1.1,75.0,3800.0,6000,0.014,0.095,0.029,0.4,33.3,0.76,1.2,4.4,19.4,0.23,0.32,0.43,0.05,8.9,0.003,1.1,drinkable
2,0.7,0.11,1.7,75.0,2900.0,4500,0.013,0.085,0.026,0.2,33.3,0.72,1.2,6.4,19.3,0.21,0.35,0.45,0.05,10.1,0.003,1.6,drinkable
0,0.7,0.082,2.1,73.0,170.0,230,0.008,0.07,0.021,1.6,33.4,0.31,3.0,5.8,22.8,0.16,0.24,0.32,0.04,3.5,0.003,1.4,drinkable
1,0.7,0.081,1.9,65.0,90.0,290,0.008,0.068,0.02,0.8,33.4,0.31,3.0,4.8,22.8,0.16,0.21,0.29,0.03,3.3,0.003,1.3,good for marine life
2,0.7,0.078,2.8,69.0,260.0,710,0.009,0.067,0.021,0.7,33.5,0.29,3.0,5.4,22.7,0.15,0.2,0.28,0.03,3.1,0.003,1.4,good for marine life
0,0.9,0.14,4.0,73.0,310.0,690,0.013,0.1,0.029,1.6,33.1,0.3,1.8,6.7,23.1,0.25,0.33,0.44,0.05,3.6,0.003,2.0,drinkable
1,0.7,0.13,3.2,67.0,2500.0,5500,0.012,0.096,0.028,0.8,33.1,0.31,1.8,6.6,23.1,0.24,0.32,0.43,0.05,4.3,0.003,1.8,good for marine life
2,1,0.12,2.5,67.0,5600.0,12000,0.011,0.08,0.025,1.4,33.1,0.35,1.8,10.0,23.1,0.21,0.3,0.39,0.05,5.6,0.003,2.2,good for marine life
0,0.5,0.17,3.1,69.0,14000.0,38000,0.024,0.3,0.025,0.7,29.3,0.98,2.2,3.0,26.3,0.49,0.31,0.63,0.04,2.4,0.006,1.5,good for marine life
1,0.6,0.18,2.8,66.0,7500.0,19000,0.022,0.28,0.026,0.5,29.5,0.98,2.2,4.3,26.3,0.48,0.33,0.63,0.04,2.7,0.006,2.1,good for marine life
2,0.7,0.2,2.1,64.0,9200.0,22000,0.022,0.27,0.028,0.9,29.8,0.97,2.2,6.0,26.3,0.49,0.44,0.73,0.05,4.6,0.006,2.1,good for marine life
0,1,0.017,5.1,70.0,800.0,2300,0.23,0.41,0.028,2.5,21.0,3.8,2.5,2.6,28.5,0.66,0.18,0.82,0.05,2.2,0.001,1.7,good for marine life
1,0.3,0.14,1.2,74.0,6100.0,19000,0.15,0.26,0.044,1.2,21.0,2.4,2.5,3.5,28.5,0.55,0.28,0.69,0.06,2.0,0.003,1.5,drinkable
2,0.3,0.043,3.8,69.0,31000.0,130000,0.21,0.44,0.032,2.4,22.2,3.7,2.5,3.8,28.3,0.69,0.21,0.86,0.05,2.8,0.001,2.0,good for marine life
0,1,0.091,12.0,74.0,2700.0,7100,0.043,0.25,0.014,5.1,29.7,0.37,2.2,5.3,26.9,0.38,0.15,0.44,0.04,10.1,0.01,2.1,good for marine life
